优化比较指令
14721863
16708036
15052603
15737094
16844190
15420599
18399710
15647582
17291308
16274368
15496308
15367639
14253270
15493723
15144996
17326122
15918491
16882156
15482103
14950041
16807476
14266214
17715783
14463639
18024227
15470465
15579774
16530167
14828538
17119303
14692615
16215700
15608427
15629831
15291494
14779391
15614212
14976516
19487256
15788480
16655188
15439485
15470482
16377328
15175990
18516653
14912398
16108753
14631599
17988241
15834745
19142661
19950595
20940859
14948981
16961663
14149780
16384779
14598827
15566940
17102260
14277513
19139771
14889878
17661702
16784980
14762964
18722283
14766393
16243260
14847561
15970620
16902263
14738799
18145480
15299316
16191637
16101950
16393731
17260757
15258537
16715769
14932597
16896429
15353632
16197400
20053566
15011277
17460093
16495530
13887740
17358533
14210279
19639492
14929764
17370654
15837904
14932111
18504406
13578887
18413661
14428234
15958345
16195758
14886896
17703960
15611112
17343601
17442648
14303501
20606401
15484692
15588831
15218579
15523092
15764532
14475028
16817215
14630715
18987039
18058541
17373173
22397098
14997078
16859845
14998780
14144341
19338267
14983402
20050520
14184919
17286404
17564290
14884706
18367173
14939882
18278481
14376928
17678735
15641362
14338679
16447724
14931488
16955141
14699117
18849327
14990860
16205484
17549251
15139425
16033086
14200814
17731680
14574159
18400188
18258373
14556606
16868617
14104874
15721468
16838693
14075363
17092593
14959685
16514996
14636973
14134948
17861381
13890649
16108818
14304310
15187598
15511258
14592811
15707707
14809297
16517753
17300191
17966951
14513098
14835023
16096441
15445586
17627038
14625913
16061147
15278112
23184101
16178588
19901738
14553255
16241087
18376825
14968799
19149349
14622550
17263092
17065265
15160581
18514352
15513275
16223507
14098267
16791768
14857484
15042023
18226544
14565977
19628591
14421554
16277644
17355987
16083870
15142656
14623132
16960779
14237575
16709454
14745736
16433529
16588919
14485314
17606212
14960976
16989661
14902578
16665899
16663350
14838808
21106509
14586347
17782996
16163972
14449592
15967410
14325684
16522290
14434585
17329296
14494869
18926847
14465491
17040522
17053992
14559777
16126700
14396450
18153318
14911119
16610750
14108012
15632755
15536452
14837463
18825621
17746059
17225738
19182818
14890184
17751819
15875874
15493844
16534969
15555002
18147953
14795253
16796577
14047085
18177252
14150254
15823983
17645763
14861237
19142727
14585514
17154695
14207108
15166304
16480296
15338191
18373209
14471156
17060031
14033652
16626966
15911748
14989595
17770297
14721076
19376378
18373863
14690215
16990504
14225560
16932110
14656394
17416095
14565029
16766589
17155904
15466064
19398135
15580850
15750258
14916671
14311516
16711231
14925454
15549894
14530147
15996491
15009551
18343993
15017921
16512270
18424939
15966678
20608926
15120562
16748502
17784717
15417187
19387003
18384658
19567157
16857995
19584723
15019055
16346228
16171500
14769333
18090376
15012747
17095346
14394168
18618125
16569015
14610326
18923875
14469411
17024013
14727279
14392178
15776785
14265548
17667146
15337847
19786387
14055996
17532204
15956965
16201566
16186138
14570319
16327147
14001543
17673082
16829712
14642280
16833579
15012976
16896376
16040148
15473936
21490830
14907609
14836556
17163100
15313222
16358164
16753120
14357575
19949535
15276926
17003053
15669207
15973813
18383631
16131114
17272850
17568138
15620450
15490911
16401084
15813898
18620659
14857219
18414415
15491079
17903967
20779507
21015453
18863798
21662167
19581177
16539402
19643953
18019541
15679850
19243819
14571340
17241463
18229317
15311502
17892463
15344460
15990504
17089728
15724433
20057478
15416894
19181123
18121557
16122849
18855069
16825791
19314103
20220161
15349943
17534643
16606760
15474038
19232205
19824083
15225586
17749333
15324581
16459464
16243574
15134169
15296889
15767480
18103365
14482678
17180248
14325399
15640029
19583299
15295798
17895583
16696933
16615525
18289347
15671137
16286848
17142470
15075391
16767708
15228833
17561498
18869473
14593200
17959845
17261244
15239264
20097857
18990598
16693996
21898252
16526140
15439977
16930758
15695895
16182156
18990753
15705888
18254649
14998735
15928536
17064740
15388293
17375612
15508144
17616852
15826090
15277474
17993058
15790610
18720433
15233429
14759398
19270984
14724073
20962204
17699228
14751601
18016447
18761750
18892247
15782370
17558300
15187644
18116654
16377258
17366656
15854183
15321918
19781945
14820762
16222725
16075693
15220047
18206741
14922571
14629468
17815888
14606496
17528954
15941683
18059485
17938597
17602449
14685279
19914515
14840641
18157642
18757628
14578921
18049864
18237634
22963893
16388708
22582697
18723405
15487294
19492381
17141687
14970644
16653670
14957318
16467426
15123365
16756473
17179593
15488677
17517911
14681769
17819588
15053131
16139832
19782421
15220496
19643480
15991491
14895747
19240874
15197222
15579906
15424008
16225032
20364994
15728006
16803298
17335652
15973620
18718913
15497469
16450791
17626146
14789866
19854988
15204654
15097559
17797332
15351833
18858634
14517074
16652438
21558630
14840010
17327680
18012965
15688016
17955288
16142492
15266155
21605542
15445283
16129323
18882251
15455686
20251873
21231537
19455256
16137201
18133609
15373636
18569815
16570192
15126176
18686308
14809665
16683347
16299507
15626030
18111523
15150888
